,0,1,2,3,4,5,6,7,8,9
36,17.0,-46.0,-837.0,164.0,279.0,-420.0,7.0,-324.0,-475.0,130.0
37,-60.0,-115.0,-665.0,227.0,295.0,-479.0,-35.0,-248.0,-395.0,184.0
38,-90.0,-92.0,-699.0,268.0,346.0,-382.0,-42.0,-260.0,-619.0,116.0
39,71.0,-34.0,-722.0,283.0,384.0,-412.0,55.0,-157.0,-436.0,263.0
40,301.0,0.0,-538.0,268.0,490.0,-252.0,-24.0,-104.0,-258.0,323.0
41,482.0,146.0,215.0,393.0,783.0,-18.0,373.0,356.0,193.0,420.0
42,526.0,330.0,123.0,277.0,729.0,-64.0,324.0,282.0,221.0,395.0
43,429.0,158.0,43.0,131.0,400.0,-240.0,170.0,392.0,-12.0,173.0
44,-18.0,-298.0,-767.0,-336.0,30.0,-752.0,-216.0,-145.0,-578.0,-155.0
45,-124.0,-279.0,-543.0,-358.0,-55.0,-774.0,-175.0,-31.0,-333.0,53.0
46,-445.0,-608.0,-1412.0,-695.0,-417.0,-1038.0,-509.0,-644.0,-708.0,-100.0
47,-546.0,-563.0,-1412.0,-722.0,-686.0,-1185.0,-623.0,-829.0,-799.0,-289.0
48,-729.0,-758.0,-1561.0,-997.0,-590.0,-1256.0,-677.0,-888.0,-867.0,-316.0
49,-619.0,-710.0,-1176.0,-1080.0,-476.0,-1152.0,-514.0,-536.0,-553.0,-187.0
50,-769.0,-839.0,-1826.0,-1166.0,-736.0,-1449.0,-752.0,-950.0,-1079.0,-429.0
51,-786.0,-885.0,-1584.0,-976.0,-751.0,-1391.0,-787.0,-886.0,-989.0,-416.0
52,-810.0,-551.0,-1573.0,-848.0,-719.0,-1227.0,-664.0,-887.0,-880.0,-371.0
53,-457.0,-172.0,-1366.0,-243.0,-453.0,-1008.0,-83.0,-634.0,-673.0,-373.0
54,-89.0,23.0,-918.0,267.0,31.0,-689.0,295.0,-446.0,-597.0,-25.0
55,74.0,307.0,-440.0,361.0,669.0,-266.0,646.0,108.0,-1.0,517.0
56,413.0,748.0,-780.0,327.0,648.0,-344.0,407.0,-2.0,-129.0,630.0
57,204.0,-57.0,-814.0,124.0,178.0,-685.0,54.0,-243.0,-467.0,203.0
58,-36.0,-92.0,-860.0,172.0,146.0,-529.0,-14.0,-203.0,-588.0,86.0
59,14.0,-69.0,-504.0,97.0,276.0,-693.0,50.0,-263.0,-315.0,-15.0
60,-124.0,-103.0,-768.0,316.0,223.0,-391.0,44.0,-223.0,-425.0,92.0
61,110.0,-69.0,-768.0,123.0,378.0,-349.0,99.0,-197.0,-478.0,99.0
62,16.0,-11.0,-665.0,241.0,458.0,-391.0,75.0,-178.0,-490.0,128.0
63,189.0,0.0,-492.0,311.0,436.0,-206.0,-82.0,-139.0,-304.0,354.0
64,210.0,-92.0,-688.0,210.0,378.0,-193.0,-60.0,-183.0,-362.0,302.0
65,390.0,207.0,-297.0,471.0,592.0,-143.0,145.0,29.0,-90.0,356.0
66,228.0,69.0,-389.0,405.0,628.0,-80.0,115.0,129.0,-93.0,390.0
67,445.0,215.0,-84.0,-62.0,339.0,-438.0,114.0,519.0,-186.0,241.0
68,-26.0,-92.0,-941.0,-283.0,65.0,-664.0,-302.0,-268.0,-513.0,7.0
69,-328.0,-341.0,-986.0,-438.0,-162.0,-1021.0,-346.0,-391.0,-572.0,-104.0
70,-493.0,-436.0,-1399.0,-564.0,-489.0,-1029.0,-557.0,-496.0,-799.0,-63.0
71,-364.0,-520.0,-1061.0,-932.0,-424.0,-1018.0,-413.0,-318.0,-557.0,-162.0
72,-582.0,-505.0,-1614.0,-926.0,-669.0,-1252.0,-699.0,-822.0,-949.0,-360.0
73,-730.0,-781.0,-1527.0,-994.0,-651.0,-1323.0,-667.0,-1015.0,-845.0,-347.0
74,-796.0,-696.0,-1458.0,-796.0,-649.0,-1038.0,-850.0,-956.0,-941.0,-474.0
75,-907.0,-850.0,-1550.0,-891.0,-783.0,-1525.0,-650.0,-953.0,-937.0,-448.0
76,-788.0,-655.0,-1870.0,-894.0,-685.0,-1092.0,-638.0,-865.0,-957.0,-246.0
77,-391.0,-287.0,-1527.0,-544.0,-298.0,-975.0,-179.0,-613.0,-709.0,-228.0
78,-369.0,29.0,-1435.0,131.0,-120.0,-764.0,361.0,-345.0,-708.0,-89.0
79,214.0,154.0,-941.0,214.0,553.0,-323.0,317.0,-312.0,-220.0,516.0
80,346.0,161.0,-573.0,500.0,606.0,-357.0,308.0,31.0,-351.0,676.0
81,-35.0,-14.0,-602.0,368.0,416.0,-454.0,219.0,-80.0,-330.0,222.0
82,51.0,-69.0,-757.0,316.0,202.0,-319.0,56.0,-196.0,-336.0,318.0
83,124.0,-57.0,-837.0,174.0,404.0,-290.0,11.0,-185.0,-422.0,243.0
84,-128.0,-161.0,-814.0,143.0,180.0,-491.0,-72.0,-335.0,-463.0,88.0
85,-53.0,-197.0,-527.0,271.0,353.0,-483.0,-153.0,-221.0,-364.0,529.0
86,-388.0,-46.0,-941.0,109.0,484.0,-189.0,128.0,-122.0,-451.0,-43.0
87,60.0,-69.0,-653.0,294.0,423.0,-206.0,80.0,-45.0,-380.0,237.0
88,542.0,624.0,23.0,600.0,763.0,596.0,263.0,429.0,-32.0,367.0
89,465.0,181.0,192.0,364.0,801.0,41.0,428.0,431.0,256.0,404.0
90,264.0,35.0,-435.0,365.0,585.0,-84.0,153.0,132.0,-203.0,231.0
91,304.0,-92.0,-458.0,50.0,270.0,-651.0,-94.0,-89.0,-358.0,173.0
92,-18.0,-207.0,-849.0,-194.0,-32.0,-790.0,-265.0,-182.0,-537.0,17.0
93,-87.0,-256.0,-620.0,-509.0,60.0,-606.0,-141.0,-103.0,-256.0,127.0
94,-362.0,-92.0,-1216.0,-423.0,-338.0,-966.0,-379.0,-641.0,-779.0,-299.0
95,-795.0,-382.0,-831.0,-371.0,-417.0,-690.0,-606.0,-372.0,-377.0,-171.0
96,-696.0,-563.0,-1538.0,-863.0,-598.0,-1210.0,-639.0,-855.0,-841.0,-294.0
97,-757.0,-770.0,-1711.0,-1001.0,-776.0,-1332.0,-687.0,-883.0,-975.0,-482.0
98,-840.0,-776.0,-1745.0,-987.0,-875.0,-1475.0,-705.0,-873.0,-1029.0,-432.0
99,-820.0,-758.0,-1642.0,-940.0,-885.0,-1323.0,-741.0,-883.0,-1013.0,-403.0
100,-770.0,-605.0,-1688.0,-997.0,-784.0,-1475.0,-659.0,-949.0,-824.0,-294.0
101,-444.0,-184.0,-1607.0,-395.0,-386.0,-840.0,-152.0,-563.0,-743.0,-273.0
102,-45.0,173.0,-1469.0,131.0,-155.0,-706.0,319.0,-344.0,-807.0,-90.0
103,119.0,150.0,-1353.0,161.0,371.0,-248.0,379.0,-173.0,-687.0,451.0
104,307.0,288.0,-573.0,348.0,730.0,-180.0,398.0,-127.0,-92.0,597.0
105,-69.0,47.0,-722.0,439.0,483.0,-281.0,297.0,-39.0,-365.0,280.0
106,105.0,58.0,-573.0,534.0,415.0,-206.0,108.0,-155.0,-334.0,276.0
107,269.0,181.0,-371.0,280.0,533.0,-51.0,325.0,249.0,-93.0,275.0
108,-135.0,-34.0,-791.0,261.0,214.0,-420.0,33.0,-210.0,-427.0,44.0
109,55.0,69.0,-550.0,512.0,408.0,-349.0,183.0,-195.0,-353.0,183.0
110,448.0,1089.0,-233.0,398.0,606.0,16.0,338.0,330.0,87.0,254.0
111,227.0,173.0,-452.0,235.0,590.0,-243.0,66.0,-10.0,-236.0,360.0
112,222.0,0.0,-412.0,340.0,601.0,-243.0,87.0,-45.0,-201.0,338.0
113,236.0,92.0,-228.0,487.0,697.0,-63.0,203.0,69.0,-21.0,412.0
114,592.0,181.0,238.0,371.0,910.0,117.0,433.0,357.0,192.0,533.0
115,316.0,35.0,-504.0,-34.0,362.0,-542.0,40.0,24.0,-303.0,73.0
116,229.0,66.0,-392.0,-165.0,230.0,-438.0,-43.0,305.0,-118.0,313.0
117,-176.0,-390.0,-1170.0,-327.0,-118.0,-634.0,-307.0,-266.0,-624.0,72.0
118,-231.0,-425.0,-1032.0,-478.0,-229.0,-975.0,-448.0,-446.0,-679.0,-110.0
119,-512.0,-540.0,-1164.0,-592.0,-526.0,-1143.0,-527.0,-618.0,-865.0,-272.0
