,0
0,0.9443084615637217
1,0.9165921183057372
2,0.9429125879498448
3,0.9254152758482233
4,0.9103020088026732
5,0.9405139609744061
6,0.929714967098945
7,0.9630050862192926
8,0.9636547730247577
9,0.9701747990492523
10,0.9921502656337219
11,0.979047817998117
12,0.9760331270163091
13,0.9811889881119662
14,0.9761474299068325
15,0.9898186709642277
16,0.9921272190333621
17,0.9837677286385401
18,0.9905671852116492
19,0.9837110953534142
20,0.9817495386301147
21,0.9775831157572609
22,0.9774933565659893
23,0.9636149053839785
24,0.9451318288487717
25,0.9157020570788046
26,0.9397772086486909
27,0.9075468157605949
28,0.927539902058921
29,0.9215320160687824
30,0.9322982197505802
31,0.9517165629298622
32,0.9704597712997616
33,0.9720822675510699
34,0.9892359160284352
35,0.9756013113103287
36,0.9698446775559683
37,0.9766539475167886
38,0.9833117523298487
39,0.9812595894460057
40,0.9877955756269619
41,0.9907120596082222
42,0.9795512578056019
43,0.9911475015301004
44,0.984099813821563
45,0.9772251289247921
46,0.9810608261062298
47,0.9611621750939151
48,0.935319764904243
49,0.9535495012525383
50,0.9168989901494066
51,0.9494321547351922
52,0.9300357150223509
53,0.9309896608543804
54,0.9351916619300028
55,0.9502788750011107
56,0.9641827002109985
57,0.9730520756286124
58,0.977941718617987
59,0.9883679497032237
60,0.9741596142262898
61,0.9716620287637385
62,0.9814294917339262
63,0.9802291193559844
64,0.9859049856239892
65,0.9947997687727853
66,0.9899697426950421
67,0.9893870289589779
68,0.985073539812313
69,0.9755249681949895
70,0.9656288163629829
71,0.9626675011690328
72,0.9417020039808145
73,0.9182393157150209
74,0.8802904380575338
75,0.9112066395321027
76,0.9493943859574824
77,0.9493661939695014
78,0.9534024379747199
79,0.970364505642158
80,0.9731411447413094
81,0.9742834013939254
82,0.9753427572312252
83,0.9920608070798338
84,0.9825862020682034
85,0.975905808083027
86,0.9791341385387253
87,0.9844292628655277
88,0.9939437435751922
89,0.9939895812143503
90,0.9906352076042566
91,0.9849401790852301
92,0.9780179708149964
93,0.984986780633938
94,0.9745352457595268
95,0.9673455622928059
96,0.9509306287860456
97,0.9735407257799531
98,0.9280232031156888
99,0.8953065164853133
100,0.9336875882989997
101,0.9498461895805836
102,0.9353445466212802
103,0.950807350226451
104,0.9672714000274532
105,0.9862910469840953
106,0.9780975301199965
107,0.9879782873778958
108,0.9741361702980066
109,0.9751004109597853
110,0.9754843218328983
111,0.9819670752947589
112,0.9849814954629931
113,0.9899639596939527
114,0.9877391531690314
115,0.9851186435503893
116,0.9821904437811428
117,0.9826037062370893
118,0.9784050242437595
119,0.9599195774594517
