,0,1,2,3,4,5,6,7,8,9
76,-1121.0,-927.0,-1803.0,-1039.0,-1150.0,-1487.0,-1058.0,-1353.0,-1054.0,-712.0
77,-897.0,-528.0,-1596.0,-561.0,-903.0,-1138.0,-433.0,-1106.0,-879.0,-623.0
78,-673.0,-23.0,-1444.0,9.0,-468.0,-828.0,126.0,-788.0,-748.0,-333.0
79,-341.0,173.0,-1124.0,209.0,110.0,-445.0,232.0,-414.0,-486.0,299.0
80,-65.0,514.0,-195.0,264.0,576.0,-127.0,526.0,232.0,127.0,637.0
81,-208.0,215.0,-371.0,172.0,192.0,-245.0,304.0,132.0,-83.0,185.0
82,-119.0,67.0,-401.0,108.0,100.0,-224.0,150.0,-78.0,-93.0,51.0
83,-426.0,-92.0,-734.0,105.0,37.0,-349.0,-137.0,-376.0,-398.0,-162.0
84,-463.0,-184.0,-837.0,-112.0,-181.0,-671.0,-223.0,-503.0,-507.0,-236.0
85,-407.0,-46.0,-688.0,-50.0,25.0,-285.0,-117.0,-320.0,-428.0,-53.0
86,-398.0,-75.0,-665.0,54.0,71.0,-403.0,-89.0,-308.0,-400.0,-95.0
87,-277.0,-69.0,-596.0,49.0,52.0,-248.0,-94.0,-198.0,-340.0,-62.0
88,-13.0,46.0,-366.0,162.0,258.0,-330.0,-96.0,-165.0,-241.0,-70.0
89,-26.0,0.0,-170.0,117.0,343.0,-206.0,60.0,4.0,-3.0,48.0
90,-2.0,-11.0,-215.0,109.0,242.0,-80.0,-44.0,41.0,-9.0,58.0
91,-7.0,-15.0,-20.0,-215.0,202.0,-421.0,-30.0,239.0,-23.0,31.0
92,-199.0,-220.0,-233.0,-518.0,-105.0,-602.0,-281.0,52.0,-296.0,-95.0
93,-564.0,-504.0,-963.0,-618.0,-515.0,-853.0,-597.0,-687.0,-685.0,-324.0
94,-832.0,-574.0,-1239.0,-702.0,-726.0,-1101.0,-753.0,-909.0,-793.0,-482.0
95,-916.0,-793.0,-1527.0,-955.0,-882.0,-1336.0,-978.0,-1137.0,-933.0,-585.0
96,-840.0,-762.0,-1153.0,-1064.0,-923.0,-1186.0,-816.0,-892.0,-667.0,-506.0
97,-1093.0,-942.0,-1722.0,-1116.0,-1094.0,-1462.0,-1098.0,-1371.0,-1093.0,-738.0
98,-1128.0,-954.0,-1791.0,-1197.0,-1145.0,-1567.0,-1156.0,-1410.0,-1098.0,-762.0
99,-1133.0,-1027.0,-1826.0,-1216.0,-1185.0,-1580.0,-1140.0,-1449.0,-1106.0,-776.0
100,-940.0,-782.0,-1311.0,-1099.0,-1041.0,-1303.0,-799.0,-983.0,-732.0,-590.0
101,-910.0,-459.0,-1642.0,-517.0,-923.0,-1189.0,-408.0,-1055.0,-905.0,-597.0
102,-708.0,-23.0,-1435.0,-35.0,-526.0,-718.0,76.0,-821.0,-723.0,-365.0
103,-182.0,250.0,-647.0,198.0,186.0,-274.0,558.0,-32.0,-257.0,410.0
104,-268.0,174.0,-826.0,150.0,368.0,-357.0,335.0,-249.0,-212.0,470.0
105,-319.0,104.0,-705.0,246.0,186.0,-357.0,149.0,-178.0,-321.0,48.0
106,-285.0,2.0,-780.0,294.0,78.0,-294.0,36.0,-348.0,-336.0,-56.0
107,-417.0,-34.0,-756.0,238.0,-33.0,-290.0,-77.0,-294.0,-379.0,-171.0
108,-552.0,-126.0,-918.0,13.0,-94.0,-525.0,-186.0,-418.0,-463.0,-208.0
109,-361.0,0.0,-734.0,168.0,197.0,-420.0,2.0,-307.0,-420.0,-8.0
110,-242.0,111.0,-573.0,116.0,200.0,-311.0,-41.0,-198.0,-408.0,-49.0
111,-130.0,-34.0,-584.0,161.0,154.0,-307.0,-68.0,-212.0,-292.0,-57.0
112,-46.0,46.0,-377.0,204.0,204.0,-189.0,-53.0,-107.0,-169.0,65.0
113,9.0,81.0,-224.0,131.0,260.0,-122.0,63.0,14.0,0.0,122.0
114,34.0,12.0,-157.0,114.0,312.0,-126.0,84.0,-81.0,-32.0,96.0
115,85.0,31.0,89.0,-243.0,269.0,-396.0,12.0,255.0,1.0,39.0
116,-92.0,-158.0,-199.0,-443.0,-44.0,-560.0,-157.0,140.0,-236.0,-28.0
117,-321.0,-256.0,-417.0,-556.0,-260.0,-677.0,-304.0,-167.0,-363.0,-182.0
118,-325.0,-455.0,-510.0,-654.0,-526.0,-764.0,-485.0,-434.0,-407.0,-323.0
119,-896.0,-735.0,-1423.0,-953.0,-852.0,-1301.0,-894.0,-1056.0,-875.0,-549.0
