,0
0,0.9750945647629566
1,0.9540197557798751
2,0.9440268613527419
3,0.9351877101057677
4,0.9216139103128964
5,0.9137726788774521
6,0.9298832697884386
7,0.9520079730339291
8,0.9652866499725353
9,0.9739493343309349
10,0.9938773694577869
11,0.9850120149875774
12,0.9839323504073499
13,0.9804827303587654
14,0.9821181918137599
15,0.9904586609559453
16,0.9929235992042846
17,0.9974325795525616
18,0.9956839232522576
19,0.9886342026792573
20,0.9873946259975701
21,0.9906249093805747
22,0.9862422712134152
23,0.9871260144082431
24,0.980875684451116
25,0.9636908777224312
26,0.964900457639819
27,0.9292471199329089
28,0.9572863480817988
29,0.9304024283649813
30,0.9356504771778542
31,0.9540661388907439
32,0.9642390338186164
33,0.9872793826582134
34,0.9858092659810069
35,0.9865409447158788
36,0.9842977793128088
37,0.983720638264916
38,0.9855310107883906
39,0.9889398263215966
40,0.9936644175502305
41,0.9956803004314707
42,0.9973782884776917
43,0.9934322843375873
44,0.9909878991039689
45,0.9892399616387868
46,0.991008549628274
47,0.9883508711357224
48,0.9640524454588085
49,0.9581829514861224
50,0.9553525905957808
51,0.9437959253118855
52,0.9422018993978472
53,0.9149499690161449
54,0.9210561011677213
55,0.9630035760682584
56,0.9759122974599727
57,0.9751641600968899
58,0.9786312133750592
59,0.9863420613575218
60,0.9811776846532603
61,0.9848097090983612
62,0.9859041713482977
63,0.9909839545504374
64,0.9987616492589394
65,0.9970651757107387
66,0.996542857836571
67,0.9930911137626305
68,0.9928740747722268
69,0.9904987139030526
70,0.9834805143914318
71,0.9886215283883149
72,0.9798356214272103
73,0.9692157927702741
74,0.9560124702409024
75,0.9413344568493048
76,0.9455721319598108
77,0.9327753083392624
78,0.9207064417532339
79,0.9521873371110715
80,0.9785444650172789
81,0.9854869163059901
82,0.9914709565808897
83,0.9849492681990147
84,0.9858354342537665
85,0.9882312720831379
86,0.9868319538798775
87,0.99149587288459
88,0.9914758585525505
89,0.9954699136904646
90,0.9971465563508988
91,0.990174720962924
92,0.9864305393302916
93,0.9947264414564134
94,0.9900628867264595
95,0.9797537489588102
96,0.985540264858417
97,0.9680865852198445
98,0.95283963199522
99,0.942117371899946
100,0.9565969808277951
101,0.9184671232287088
102,0.9261070964115778
103,0.9651784498023408
104,0.9662427735523406
105,0.9795246666646756
106,0.9795928705555004
107,0.9824385411797517
108,0.9797548044845102
109,0.9790637172982781
110,0.9863377456593566
111,0.9892907444491987
112,0.9934686951148112
113,0.9963222427437517
114,0.9962548037575145
115,0.989035406054831
116,0.9865859199273238
117,0.9908831336937911
118,0.9940428737720258
119,0.9848948018808298
