,0,1,2,3,4,5,6,7,8,9
75,-1251.0,-1006.0,-1814.0,-1238.0,-1358.0,-1575.0,-1252.0,-1604.0,-1178.0,-881.0
76,-1198.0,-931.0,-1786.0,-1108.0,-1286.0,-1525.0,-1177.0,-1523.0,-1130.0,-828.0
77,-974.0,-527.0,-1604.0,-657.0,-1017.0,-1202.0,-542.0,-1257.0,-950.0,-685.0
78,-798.0,-30.0,-1434.0,-69.0,-598.0,-856.0,46.0,-896.0,-791.0,-361.0
79,-449.0,196.0,-1107.0,165.0,19.0,-517.0,189.0,-477.0,-520.0,283.0
80,-352.0,320.0,-755.0,192.0,361.0,-339.0,298.0,-226.0,-262.0,501.0
81,-433.0,87.0,-879.0,102.0,-45.0,-437.0,31.0,-305.0,-420.0,-15.0
82,-465.0,-92.0,-826.0,32.0,-137.0,-407.0,-106.0,-518.0,-445.0,-148.0
83,-455.0,-69.0,-744.0,22.0,-65.0,-364.0,-187.0,-432.0,-414.0,-197.0
84,-663.0,-229.0,-872.0,-184.0,-286.0,-625.0,-279.0,-579.0,-537.0,-289.0
85,-596.0,-92.0,-750.0,-82.0,-88.0,-315.0,-177.0,-401.0,-486.0,-144.0
86,-506.0,-74.0,-607.0,-55.0,-27.0,-389.0,-160.0,-335.0,-409.0,-140.0
87,-360.0,-57.0,-559.0,-36.0,-50.0,-224.0,-142.0,-241.0,-363.0,-101.0
88,-257.0,-25.0,-361.0,24.0,24.0,-150.0,-165.0,-215.0,-259.0,-113.0
89,-126.0,23.0,-251.0,48.0,201.0,-166.0,21.0,-21.0,-18.0,-10.0
90,-18.0,12.0,-192.0,-51.0,120.0,-44.0,-70.0,-6.0,-13.0,53.0
91,-285.0,-126.0,-469.0,-346.0,-69.0,-619.0,-282.0,-185.0,-384.0,-125.0
92,-454.0,-333.0,-699.0,-567.0,-368.0,-820.0,-522.0,-403.0,-648.0,-284.0
93,-666.0,-493.0,-963.0,-687.0,-598.0,-891.0,-659.0,-770.0,-701.0,-409.0
94,-896.0,-619.0,-1262.0,-787.0,-793.0,-1109.0,-840.0,-1002.0,-843.0,-548.0
95,-994.0,-804.0,-1481.0,-1036.0,-1065.0,-1321.0,-1091.0,-1272.0,-981.0,-656.0
96,-1082.0,-919.0,-1635.0,-1118.0,-1183.0,-1428.0,-1136.0,-1403.0,-1050.0,-731.0
97,-1164.0,-988.0,-1707.0,-1171.0,-1233.0,-1491.0,-1220.0,-1515.0,-1137.0,-823.0
98,-1207.0,-1019.0,-1783.0,-1234.0,-1294.0,-1580.0,-1289.0,-1551.0,-1151.0,-857.0
99,-1203.0,-1034.0,-1803.0,-1262.0,-1344.0,-1630.0,-1266.0,-1612.0,-1155.0,-868.0
100,-1193.0,-924.0,-1772.0,-1144.0,-1298.0,-1515.0,-1139.0,-1524.0,-1111.0,-812.0
101,-963.0,-494.0,-1619.0,-606.0,-1031.0,-1209.0,-536.0,-1201.0,-959.0,-668.0
102,-797.0,-57.0,-1423.0,-93.0,-639.0,-872.0,-3.0,-925.0,-796.0,-376.0
103,-466.0,152.0,-1131.0,141.0,-43.0,-498.0,262.0,-489.0,-542.0,252.0
104,-406.0,225.0,-787.0,77.0,302.0,-391.0,249.0,-287.0,-263.0,444.0
105,-396.0,122.0,-703.0,143.0,89.0,-311.0,109.0,-226.0,-350.0,47.0
106,-387.0,36.0,-699.0,195.0,-26.0,-260.0,-10.0,-379.0,-345.0,-93.0
107,-501.0,-33.0,-725.0,137.0,-111.0,-304.0,-120.0,-341.0,-397.0,-178.0
108,-629.0,-184.0,-881.0,-53.0,-178.0,-516.0,-191.0,-519.0,-492.0,-246.0
109,-553.0,-39.0,-675.0,86.0,105.0,-377.0,-56.0,-359.0,-434.0,-70.0
110,-364.0,-24.0,-580.0,13.0,92.0,-243.0,-91.0,-259.0,-412.0,-97.0
111,-290.0,21.0,-515.0,37.0,72.0,-238.0,-110.0,-239.0,-323.0,-56.0
112,-166.0,23.0,-353.0,98.0,108.0,-100.0,-113.0,-141.0,-177.0,4.0
113,-75.0,118.0,-308.0,23.0,116.0,-92.0,3.0,-20.0,-16.0,62.0
114,-43.0,17.0,-261.0,17.0,140.0,-105.0,50.0,-115.0,-27.0,56.0
115,-182.0,-69.0,-369.0,-317.0,42.0,-589.0,-255.0,-176.0,-350.0,-134.0
116,-354.0,-277.0,-699.0,-446.0,-229.0,-773.0,-425.0,-293.0,-597.0,-189.0
117,-567.0,-411.0,-883.0,-633.0,-489.0,-864.0,-589.0,-639.0,-732.0,-376.0
118,-729.0,-551.0,-1074.0,-780.0,-710.0,-1042.0,-793.0,-840.0,-814.0,-494.0
119,-983.0,-757.0,-1400.0,-1013.0,-979.0,-1248.0,-1000.0,-1173.0,-918.0,-628.0
